cutoff,mae,smape
2019-07-11,2159.4464026490764,0.06295018322433053
2019-10-09,2836.560815585762,0.07716923458471417
2020-01-07,10170.1876313011,0.4068232020062858
2020-04-06,25252.959931663874,1.1820641113650328
2020-07-05,29197.634946384005,1.5478667103740484
2020-10-03,19955.429806374133,0.841863057311531
2021-01-01,14430.456100616873,0.5795266395320066
2021-04-01,7608.749480102734,0.4031083997473519
